title,genre_id,platform_id,publisher_id,metacritic_score,release_date
Clive Barker's Jericho,2,1,73,58,2007-10-23
MC Groovz Dance Craze,8,23,210,25,2004-11-22
Solatorobo: Red the Hunter,5,10,132,76,2011-09-27
Dark Messiah of Might and Magic Elements,5,4,8,50,2008-02-12
Infinite Space,5,10,21,72,2010-03-16
Ogre Battle Saga Episode Five: The March of the Black Queen,5,9,67,76,1997-07-31
Armored Core 4,6,1,21,66,2007-03-20
Dragon Ball: Revenge of King Piccolo,1,8,54,61,2009-10-20
Ridge Racer 6,7,4,12,79,2005-11-17
X-Men Origins: Wolverine,1,7,2,54,2009-05-01
Dante's Inferno,1,7,4,66,2010-03-02
Afro Samurai,1,1,54,65,2009-01-27
No More Heroes: Heroes' Paradise,1,1,27,74,2011-08-16
Warriors Orochi,1,7,97,64,2008-03-25
Captain America: Super Soldier,1,1,21,62,2011-07-19
Need for Speed: Shift 2 Unleashed,7,6,4,86,2011-03-29
Pac-Man & Galaga Dimensions,1,25,54,57,2011-07-26
Fire ProWrestling G,9,9,178,80,1999-06-24
F1 2017,7,5,44,90,2017-08-25
Driver: San Francisco,7,6,8,83,2011-09-27
Tekken Tag Tournament 2,9,27,76,81,2012-11-18
Final Fantasy XI: Online,5,4,17,67,2006-04-18
Project X Zone 2,5,25,76,66,2016-02-16
Nostalgia,5,10,146,72,2009-10-27
Test Drive Unlimited 2,7,6,23,67,2011-02-08
Spore Hero Arena,6,10,4,49,2009-10-06
Dawn of Discovery,6,8,8,79,2009-06-23
Family Guy,11,7,34,55,2006-10-16
Harry Potter and the Goblet of Fire,11,7,4,72,2005-11-15
Disney's Magical Mirror Starring Mickey Mouse,11,23,57,40,2002-08-13
Valkyria Chronicles 4,13,24,21,86,2018-09-25
Hexen,2,19,10,44,1997-05-31
Jackie Chan Adventures: Legend of the Dark Hand,1,12,2,78,2001-11-06
Shadows of the Damned,1,4,4,76,2011-06-21
Ty the Tasmanian Tiger 3: Night of the Quinkan,1,3,2,63,2005-10-12
Earth Defense Force: Insect Armageddon,2,4,63,67,2011-07-05
R-Type Final,2,3,18,81,2004-02-03
Peter Jackson's King Kong: The Official Game of the Movie,1,7,8,60,2005-12-20
Saw II: Flesh & Blood,1,1,27,42,2010-10-19
Armored Core: For Answer,6,1,8,61,2008-09-16
Conflict: Denied Ops,2,1,18,52,2008-02-12
Conflict: Denied Ops,2,4,18,53,2008-02-12
Ninja Gaiden 3: Razor's Edge,1,27,57,65,2012-11-18
Samurai Warriors: State of War,1,7,97,65,2006-03-07
Shining Force II,13,16,21,90,1994-10-19
50 Cent: Blood on the Sand,2,1,32,72,2009-02-24
SpongeBob SquigglePants 3D,8,25,32,61,2011-05-17
Ice Age 2: The Meltdown,10,23,47,74,2006-03-14
Hulk,1,23,16,73,2003-05-27
Dynasty Warriors Gundam,1,4,54,60,2007-08-28
Breath of Fire: Dragon Quarter,5,3,22,76,2003-02-16
Enchanted Arms,5,4,8,69,2006-08-29
Bubsy 3D,10,9,75,58,1996-11-26
Risen,5,4,44,59,2010-02-23
The Hobbit,5,12,86,65,2003-11-11
Breath of Fire II,5,12,22,86,2002-04-16
Shiren the Wanderer,5,8,67,74,2010-02-09
Allied General,13,9,273,63,1996-09-30
Stronghold 3,13,6,121,41,2011-10-25
Lunar Legend,5,12,8,77,2002-12-08
Ice Age: Dawn of the Dinosaurs,10,1,2,66,2009-06-30
Death Jr.,10,7,27,59,2005-08-16
The Legend of Spyro: A New Beginning,10,23,86,65,2006-10-10
Spectrobes: Origins,5,8,36,74,2009-08-18
Phantasy Star Online Ver. 2,5,18,21,83,2001-09-24
Conan,1,4,32,71,2007-10-23
Dinotopia: The Timestone Pirates,1,12,275,61,2002-04-30
Rise of the Argonauts,1,1,73,53,2008-12-16
Manhunt,1,14,1,77,2004-04-20
Dynasty Warriors: Gundam 2,1,4,54,56,2009-04-21
AeroFighters Assault,1,19,276,54,1997-10-30
Teenage Mutant Ninja Turtles 2: Battle Nexus,1,23,27,50,2004-10-19
Major League Baseball 2K10,4,1,31,72,2010-03-02
Tiger Woods PGA Tour 07,4,14,3,79,2006-10-10
Mace: The Dark Age,9,19,39,71,1997-10-01
Captain Toad: Treasure Tracker,14,25,57,85,2018-07-13
Dave Mirra Freestyle BMX 2,4,12,35,80,2001-11-25
Street Fighter 30th Anniversary Collection,9,24,22,85,2018-05-29
IL-2 Sturmovik: Birds of Prey,6,7,56,64,2009-09-08
Majin and the Forsaken Kingdom,11,4,54,70,2010-11-30
Frogger's Adventures 2: The Lost Wand,11,12,27,80,2002-11-05
Space Invaders Extreme 2,2,10,172,81,2009-10-20
Daigasso! Band Brothers,8,10,57,80,2004-12-02
Arcania: Gothic 4,5,6,277,58,2010-10-19
.hack//Quarantine Part 4: The Final Chapter,5,3,72,68,2004-01-14
Disgaea DS,5,10,142,80,2008-09-23
Ar tonelico 2: Melody of Metafalica,5,3,142,72,2009-01-20
Trinity Universe,5,1,142,62,2010-06-29
Shadow The Hedgehog,10,14,21,50,2005-11-15
Alone In The Dark,11,8,23,31,2008-06-23
de Blob 2,10,8,32,81,2011-02-22
Call of Juarez,2,4,8,69,2007-06-07
Call of Duty: World at War,2,6,2,86,2008-11-10
PlayStation Move Heroes,10,1,9,48,2011-03-22
Ty the Tasmanian Tiger,10,14,4,70,2002-09-10
Otomedius Excellent,2,4,27,70,2011-11-01
MindJack,2,1,17,46,2011-01-18
How to Train Your Dragon,1,1,2,46,2010-03-23
Metal Gear Ac!d 2,13,7,27,83,2006-03-21
Backbreaker,4,4,56,52,2010-06-01
FIFA 07 Soccer,4,23,3,83,2006-10-03
Pure Futbol,4,4,8,38,2010-06-01
Brunswick Circuit Pro Bowling,4,9,32,82,1998-09-30
Backyard Basketball,4,12,23,60,2004-09-22
Velvet Assassin,2,4,121,53,2009-04-30
Charlie and the Chocolate Factory,11,23,30,39,2005-07-11
Jurassic Park III: Island Attack,11,12,27,49,2001-11-26
The Chronicles of Narnia: Prince Caspian,11,4,36,63,2008-05-15
Gun,2,23,2,79,2005-11-08
Brink,2,6,7,70,2011-05-10
NARC,2,14,39,55,2005-03-22
You Don't Know Jack,8,1,32,82,2011-02-08
ESPN X Games Skateboarding,4,12,27,57,2001-09-12
Star Trek: Legacy,6,4,7,64,2006-12-14
Naruto Shippuden: Dragon Blade Chronicles,1,8,67,43,2010-11-16
Dynasty Warriors: Gundam 3,1,4,106,65,2011-06-28
All Grown Up! Express Yourself,8,12,32,37,2004-10-19
Mushroom Men: The Spore Wars,1,8,121,73,2008-12-02
The Munchables,1,8,54,80,2009-05-26
Resident Evil: Revelations,1,2,22,72,2017-08-29
SoulCalibur Legends,1,8,54,48,2007-11-20
Batman: Vengeance,1,12,8,62,2001-10-30
Spider-Man: Friend or Foe,1,7,2,50,2007-10-02
College Hoops 2K7,4,1,31,82,2007-03-13
FIFA Soccer 11,4,6,3,84,2010-09-28
Atari Anniversary Advance,8,12,23,77,2002-03-25
F1 2011,7,6,73,81,2011-09-19
Burnout Legends,7,10,4,38,2005-11-29
Full Auto 2: Battlelines,7,1,21,67,2006-12-07
Dead or Alive,9,20,98,79,1997-10-09
Bloody Roar: Primal Fury,9,23,2,79,2002-03-18
The Elder Scrolls IV: Shivering Isles,5,4,7,89,2007-10-16
Might & Magic: Clash of Heroes,5,10,8,86,2009-12-01
.hack//G.U. Vol.3//Redemption,5,3,54,57,2007-09-10
Classic NES Series: Donkey Kong,10,12,57,65,2004-06-02
Clock Tower II: The Struggle Within,11,9,95,44,1999-10-31
Fairytale Fights,1,4,282,49,2009-10-27
Green Lantern: Rise of the Manhunters,1,1,15,65,2011-06-07
Axiom Verge,1,24,284,75,2017-11-21
Catwoman,1,3,4,46,2004-07-20
G-Force,1,4,36,74,2009-07-21
Bomberman Land,8,8,70,60,2008-01-29
Midway Arcade Treasures,8,23,39,68,2003-12-18
Iron Chef America: Supreme Cuisine,6,8,135,20,2008-11-25
Trauma Team,6,8,67,81,2010-05-18
Pursuit Force,7,7,9,74,2006-03-07
Let's TAP,8,8,21,70,2009-06-16
James Bond 007: Everything or Nothing,2,12,4,71,2003-11-17
The Grim Adventures of Billy & Mandy,1,23,39,72,2006-09-25
Gunvalkyrie,2,14,21,61,2002-03-18
Dementium: The Ward,2,10,236,75,2007-10-26
X-Men: The Official Game,1,4,2,49,2006-05-16
Katamari Damacy Reroll,1,24,213,88,2018-12-07
Transformers: Dark of the Moon,1,8,2,30,2011-06-14
Captain America: Super Soldier,1,4,21,59,2011-07-19
Mercury Meltdown Revolution,1,8,146,80,2007-08-14
True Crime: New York City,1,23,2,64,2005-11-15
ESPN Final Round Golf 2002,4,12,27,60,2001-08-28
Cubivore: Survival of the Fittest,11,23,67,71,2002-11-05
Top Spin 2,4,4,31,77,2006-03-29
Bee Movie Game,1,4,2,68,2007-10-30
Rise of the Argonauts,1,4,73,52,2008-12-16
Disney's Home on the Range,1,12,36,50,2004-03-31
Fairytale Fights,1,1,282,48,2009-10-27
The Cursed Crusade,1,1,67,40,2011-10-25
Major League Baseball 2K6,4,23,31,62,2006-06-12
Borderlands,2,6,34,83,2009-10-20
The Hobbit,11,23,86,50,2003-11-11
NHL 07,4,7,3,76,2006-09-12
Batman Begins,1,12,4,63,2005-06-14
Resident Evil,1,20,22,73,1997-08-31
Aliens: Infestation,1,10,21,85,2011-10-11
NBA 09: The Inside,4,7,9,82,2008-10-07
Ashes Cricket 2009,4,1,73,68,2009-08-07
Blood Bowl,4,4,121,64,2010-01-26
Lost Kingdoms,5,23,2,73,2002-05-27
Backyard Wrestling: Don't Try This at Home,9,14,18,60,2003-10-09
Shrek Extra Large,10,23,77,30,2002-10-31
Driver: San Francisco,7,8,8,70,2011-09-06
F1 2011,7,25,73,55,2011-12-06
Open Season,10,23,8,64,2006-09-19
Monsters vs. Aliens,10,4,2,65,2009-03-24
Pursuit Force: Extreme Justice,7,7,9,74,2008-01-29
MotoGP 10/11,7,1,22,60,2011-03-15
Street Fighter Alpha 2,9,21,22,80,1996-12-19
MotoGP 09/10,7,4,22,70,2010-03-23
F1 2018,7,5,73,85,2018-08-24
Zoo Keeper,14,10,146,72,2005-01-18
Goblin Commander: Unleash the Horde,13,3,43,74,2003-11-11
Xenoblade Chronicles 2: Torna ~ The Golden Country,5,24,57,75,2018-09-21
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,9,7,54,62,2008-06-24
TNA iMPACT!,9,8,39,53,2008-09-16
Castlevania Judgment,9,8,27,46,2008-11-18
Guilty Gear Judgment,9,7,14,75,2006-09-05
Custom Robo Arena,9,10,57,74,2007-03-19
We Dance,8,8,123,35,2011-09-02
Create,8,1,4,64,2010-11-16
World Series of Poker: Tournament of Champions 2007 Edition,8,4,2,69,2006-09-21
Innocent Life: A Futuristic Harvest Moon,6,7,83,65,2007-05-15
Hot Wheels Velocity X,7,12,32,52,2002-10-31
Arcana Heart,9,3,67,81,2008-04-10
Godzilla Unleashed,9,8,23,45,2007-12-05
Amped 3,4,4,31,72,2005-11-16
Ready 2 Rumble Revolution,4,8,23,31,2009-03-17
Blitz: The League,4,4,39,65,2006-11-13
NCAA Football 09 All-Play,4,8,3,53,2008-07-15
NBA 2K12,4,6,31,85,2011-10-04
Taz Wanted,10,3,23,55,2002-09-17
Shaun White Skateboarding,4,4,8,61,2010-10-24
Marble Saga: Kororinpa,14,8,27,74,2009-03-17
Zapper: One Wicked Cricket!,10,3,64,57,2002-11-03
The King of Fighters XII,9,1,146,60,2009-07-28
Klonoa,10,8,54,76,2009-05-05
Robotech: Battlecry,2,23,77,72,2002-10-11
Asteroids Hyper 64,2,19,65,56,1999-12-14
Buck Bumble,1,19,8,68,1998-09-30
The Incredibles: Rise of the Underminer,1,23,32,67,2005-11-01
El Shaddai: Ascension of the Metatron,1,4,146,80,2011-08-16
Spider-Man: Web of Shadows - Amazing Allies Edition,1,7,2,77,2008-10-21
Fatal Frame II: Crimson Butterfly,1,3,98,78,2003-12-10
Scarface: Money. Power. Respect.,13,7,86,64,2006-10-08
Field Commander,13,7,79,77,2006-05-23
Midway Arcade Treasures 2,8,23,39,72,2004-10-11
Sid Meier's Pirates!,13,8,34,65,2010-10-05
Starcraft 64,13,19,57,80,2000-06-13
James Noir's Hollywood Crimes,11,25,8,70,2011-11-01
Alone in the Dark: The New Nightmare,11,9,64,72,2001-06-18
Ghost in the Shell: Stand Alone Complex,11,3,72,66,2004-11-08
Gravity Rush Remastered,3,2,9,79,2016-02-02
Naruto Powerful Shippuden,3,25,76,80,2013-03-05
Darksiders II,3,27,32,82,2012-11-18
Castlevania: Lords of Shadow - Mirror of Fate,3,25,37,72,2013-03-05
Just Cause 3,3,6,17,76,2015-12-01
Clash of the Titans: The Videogame,1,4,54,38,2010-07-27
Curious George,1,12,12,66,2006-02-01
Fist of the North Star: Ken's Rage,1,4,106,54,2010-11-02
Fracture,2,1,13,40,2008-10-07
Bulletstorm,2,6,4,87,2011-02-22
Dragon Ball: Origins 2,1,10,54,69,2010-06-22
Chaotic: Shadow Warriors,1,4,2,62,2009-11-17
Pillars of Eternity,5,2,302,83,2017-08-29
King's Field,5,9,91,71,1995-12-31
Culdcept SAGA,5,4,54,77,2008-02-05
Apache: Air Assault,6,4,2,68,2010-11-16
Lufia: Curse of the Sinistrals,5,10,83,78,2010-10-12
Eragon,5,10,86,68,2006-11-14
Konami Krazy Racers,7,12,27,77,2001-06-10
F-Zero: GP Legend,7,12,57,71,2004-09-20
All-Star Baseball 2003,4,12,35,77,2002-05-31
XGIII: Extreme G Racing,7,23,35,86,2001-11-27
Boktai: The Sun is in Your Hand,5,12,27,78,2003-09-16
Darkstalkers Chronicle: The Chaos Tower,9,7,22,75,2005-03-24
Ridge Racer DS,7,10,12,63,2004-12-07
DiRT 3,7,6,73,90,2011-05-24
Cardinal Syn,9,9,45,52,1998-06-30
The Sims Medieval: Pirates and Nobles,6,6,4,55,2011-08-30
Infected,2,7,14,73,2005-11-15
Shenmue II,11,18,21,87,2001-11-23
Prince of Persia: The Two Thrones,11,23,8,87,2005-12-01
Wolfenstein: The Old Blood,2,5,7,80,2015-05-05
Metroid Prime: Federation Force,1,25,57,63,2016-08-19
Thor: God of Thunder,1,1,21,37,2011-05-03
Saw II: Flesh & Blood,1,4,27,49,2010-10-19
Killer7,1,23,22,72,2005-07-07
Blazing Dragons,11,9,192,66,1996-10-31
SNK Arcade Classics Vol. 1,8,7,198,67,2008-05-05
Zoids: Battle Legends,1,23,23,50,2004-09-04
Thor: God of Thunder,1,8,21,64,2011-05-03
Darksiders,1,6,32,80,2010-09-23
FIFA 06: Road to FIFA World Cup,4,4,3,61,2005-11-16
Project Sylpheed: Arc of Deception,2,4,19,67,2007-07-10
Major League Baseball 2K10,4,10,31,28,2010-03-02
NHL 2K10,4,1,31,65,2009-09-15
Armored Core: For Answer,6,4,8,65,2008-09-16
WordJong,14,10,135,75,2007-11-16
Bomberman,14,7,27,73,2006-09-12
Blazing Angels 2: Secret Missions of WWII,6,1,8,72,2007-11-06
Chessmaster II,13,9,192,75,1999-05-31
Stormrise,13,4,21,44,2009-03-24
Space Invaders Extreme,2,10,17,83,2008-06-17
The Godfather: Blackhand Edition,11,8,4,74,2007-03-20
Cave Story 3D,10,25,142,82,2011-11-08
MLB 13: The Show,4,17,11,76,2013-03-05
All-Star Baseball 2003,4,23,35,87,2002-02-25
Ice Age 2: The Meltdown,10,10,86,55,2006-03-14
Digimon Battle Spirit 2,9,12,72,70,2003-09-24
Naruto Shippuden: Legends: Akatsuki Rising,9,7,54,58,2009-10-06
de Blob 2,10,4,32,78,2011-02-22
NCAA Football 2004,4,23,3,87,2003-07-16
NHL 2K10,4,4,31,66,2009-09-15
Blinx 2: Masters of Time & Space,10,14,5,68,2004-11-16
Crush3D,10,25,21,65,2012-03-06
Blitz: The League II,4,1,39,63,2008-10-13
Geist,11,23,57,66,2005-08-15
Space Station Silicon Valley,11,19,26,83,1998-01-01
RiME,11,24,307,45,2017-11-21
Ys: The Oath in Felghana,5,7,132,82,2010-11-02
Phantasy Star Online Episode I & II,5,14,21,82,2003-04-15
The Fairly Odd Parents: Clash with the Anti-World,11,12,32,35,2005-10-18
Gear.Club Unlimited,7,24,308,61,2017-11-21
Sam & Max: Season One,11,8,309,71,2008-10-15
The Incredible Hulk: Ultimate Destruction,1,23,24,87,2005-08-23
Kingdom of Paradise,5,7,9,70,2005-11-15
The Wizard of Oz: Beyond The Yellow Brick Road,5,10,132,64,2009-09-29
Atelier Iris: Eternal Mana,5,3,142,72,2005-06-28
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,5,7,142,80,2010-10-26
World Championship Poker 2: Featuring Howard Lederer,8,7,65,70,2005-12-11
Hard Rock Casino,8,7,65,38,2007-04-24
Scene It? Bright Lights! Big Screen!,8,4,15,62,2009-11-17
Risen,5,6,44,78,2009-10-02
Baldur's Gate: Dark Alliance,5,23,112,77,2002-11-18
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",5,7,142,69,2009-07-16
Metal Slug 7,2,10,146,69,2008-11-18
The Operative: No One Lives Forever,2,3,86,68,2002-04-16
The Orange Box,2,6,4,97,2007-10-10
Vampire Night,2,3,12,64,2001-11-14
Doshin the Giant,6,23,57,68,2002-09-20
Just Cause,1,4,18,73,2006-09-27
Jim Henson's the Muppets: On With the Show!,1,12,77,63,2003-03-18
Hitman: Blood Money,1,14,18,81,2006-05-30
Second Sight,11,3,73,79,2004-09-21
X-Blades,1,4,121,60,2009-02-10
The Fifth Element,1,9,2,37,1998-09-30
G.I. Joe: The Rise of Cobra,1,3,4,52,2009-08-04
Fear Factor: Unleashed,1,12,169,30,2004-11-17
Robots,1,10,24,45,2005-02-24
Has-Been Heroes,1,24,319,48,2017-03-28
G.I. Joe: The Rise of Cobra,1,10,4,56,2009-08-04
Naruto Shippuden: Kizuna Drive,1,7,54,70,2011-03-22
X-Blades,1,1,121,59,2009-02-10
G.I. Joe: The Rise of Cobra,1,7,4,52,2009-08-04
Thor: God of Thunder,1,4,21,38,2011-05-03
Fatal Frame,1,3,98,76,2002-03-04
Rodea the Sky Soldier,3,27,142,70,2015-11-10
Metal Gear Solid V: Ground Zeroes,3,4,37,83,2014-03-18
Spider-Man: Friend or Foe,1,8,2,56,2007-10-02
Rayman Arena,7,23,8,62,2002-09-24
4X4 EVO 2,7,23,24,51,2002-09-09
Power Stone,9,18,22,86,1999-08-31
Victorious Boxers: Revolution,9,8,132,58,2007-10-23
MotoGP '06,7,4,32,83,2006-06-12
World Championship Poker: Howard Lederer - All In,8,7,65,51,2006-09-05
Eragon,1,4,86,42,2006-11-14
How to Train Your Dragon,1,4,2,46,2010-03-23
Bio FREAKS,1,19,39,62,1998-05-31
Bust-A-Move Deluxe,14,7,14,71,2006-04-04
Disney's Chicken Little,10,14,41,70,2005-10-18
Secret Agent Clank,10,7,9,70,2008-06-17
Mega Man Powered Up,10,7,22,87,2006-03-14
Rayman 3,10,12,8,79,2003-03-02
Ratatouille,10,23,32,61,2007-06-26
Klonoa: Empire of Dreams,10,12,12,86,2001-09-11
Virtua Tennis 4,4,8,21,52,2011-05-10
Top Spin 4,4,8,31,40,2011-03-15
Doom,2,12,2,83,2001-10-28
Disney's Cinderella: Magical Dreams,10,12,41,60,2005-09-20
Bravo Air Race,7,9,32,53,1997-09-30
BIT.TRIP SAGA,10,25,144,75,2011-09-13
Marvel vs. Capcom 2,9,18,22,90,2000-06-29
Dead or Alive 2,9,18,98,90,2000-02-29
Championship Motocross 2001 featuring Ricky Carmichael,7,9,32,68,2001-01-30
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,9,23,72,80,2003-06-05
Adrenalin Misfits,7,4,27,47,2010-11-04
Gretzky NHL 06,4,7,9,58,2005-10-04
FIFA Street 2,4,7,38,49,2006-02-28
Class of Heroes,5,7,67,54,2009-06-09
Gungnir,5,7,67,74,2012-06-12
Wild ARMs 4,5,3,132,66,2006-01-10
Etrian Odyssey 2 Untold: Knight of Fafnir,5,25,67,80,2015-08-04
South Park: The Fractured But Whole,5,24,8,95,2018-04-24
Risen 2: Dark Waters,5,4,44,55,2012-07-31
TRINITY: Souls of Zill O'll,5,1,106,55,2011-02-08
The Granstream Saga,5,9,32,76,1998-06-30
Hexyz Force,5,7,67,67,2010-05-25
Create,8,4,4,63,2010-11-16
Power Gig: Rise of the SixString,8,1,59,39,2010-10-19
Blazing Angels 2: Secret Missions of WWII,6,4,8,76,2007-09-18
Sphinx and the Cursed Mummy,11,23,32,84,2003-11-10
Ecco the Dolphin: Defender of the Future,11,3,35,78,2002-03-03
NBA 2K13,4,27,31,76,2012-11-18
Shadow Hearts: From The New World,5,3,132,76,2006-03-07
Bottom of the 9th,4,9,27,80,1996-04-04
NFL Blitz 20-03,4,23,39,78,2002-08-12
Kelly Slater's Pro Surfer,4,12,2,80,2002-08-21
Baseball Advance,4,12,32,83,2002-03-20
Chicken Run,11,9,18,63,2000-11-15
Mega Man X Collection,8,23,22,75,2006-01-10
DJ Max Fever,8,7,328,77,2009-01-27
Ys: The Ark of Napishtim,5,3,27,74,2005-02-22
Azure Dreams,5,9,27,74,1998-07-12
Monopoly Party,8,23,64,73,2002-11-20
My Spanish Coach,8,7,8,70,2008-10-07
Summon Night: Twin Age,5,10,67,73,2008-06-03
Shin Megami Tensei: Devil Survivor 2 Record Breaker,5,25,67,84,2015-05-05
Phantom Brave: We Meet Again,5,8,142,76,2009-08-11
Divinity II: The Dragon Knight Saga,5,4,67,75,2011-04-12
Shin Megami Tensei: Digital Devil Saga,5,3,67,76,2005-04-05
Dokapon Kingdom,5,8,67,72,2008-10-14
Dragon Age Origins: Awakening,5,6,4,83,2010-03-16
Venetica,5,4,23,52,2011-01-11
King Arthur,11,3,27,67,2004-11-17
Kung Fu Panda 2,1,8,32,30,2011-05-24
Everybody Dance,12,1,9,65,2011-10-18
The Legend of Heroes: Trails of Cold Steel III,5,2,142,70,2019-09-24
Tom Clancy's Splinter Cell: Blacklist,3,27,8,92,2013-08-20
Star Wars: Lethal Alliance,11,7,8,63,2006-12-07
Yu-Gi-Oh! GX: Tag Force,13,7,27,60,2006-11-14
RollerCoaster Tycoon,13,14,23,55,2003-03-25
Fat Princess: Fistful of Cake,1,7,9,70,2010-05-04
Castrol Honda Superbike Racing,7,9,4,39,1999-05-25
Eat Lead: The Return of Matt Hazard,2,1,63,53,2009-02-26
Iridion II,2,12,14,79,2003-05-29
Dead to Rights: Reckoning,2,7,12,52,2005-06-28
Brothers in Arms: Double Time,2,8,8,46,2008-09-23
The House of the Dead,2,20,21,75,1998-03-31
Rogue Warrior,2,1,7,25,2009-12-01
James Bond 007: Nightfire,2,12,4,72,2003-03-17
Red Orchestra 2: Heroes of Stalingrad,2,6,232,77,2011-09-13
Freedom Fighters,2,23,4,88,2003-10-01
Legendary,2,1,236,40,2008-10-31
007 Legends,2,27,2,42,2012-12-11
Sega GT,7,18,21,78,2000-08-29
Digimon Racing,7,12,72,60,2004-09-13
Nickelodeon Kart Racers,7,24,133,20,2018-10-23
Little Dragons Café,6,24,144,70,2018-08-24
Anno 1701: Dawn of Discovery,6,10,8,80,2008-03-04
007: Quantum of Solace,1,10,2,63,2008-11-04
New Gundam Breaker,1,2,76,28,2018-06-22
Destroy All Humans! Path of the Furon,1,4,32,41,2008-12-02
Street Fighter IV,9,6,22,91,2009-07-07
X-Men: Next Dimension,9,23,2,70,2002-10-15
Fire ProWrestling,9,12,149,80,2001-06-10
Open Season,10,10,8,74,2006-09-19
Record of Agarest War Zero,13,1,144,62,2011-06-14
Warriors Orochi 2,1,3,97,43,2008-09-23
Tomb Raider: Legend,1,14,18,83,2006-04-11
Teenage Mutant Ninja Turtles: Arcade Attack,1,10,8,43,2009-11-10
Hitman 2: Silent Assassin,1,23,18,83,2003-06-19
Spartan: Total Warrior,1,14,21,70,2005-10-25
Lord of the Rings: Tactics,13,7,4,69,2005-11-08
Destroy All Humans! Big Willy Unleashed,1,8,32,53,2008-02-25
Ape Escape 3,10,3,9,78,2006-01-17
Castlevania Chronicles,10,9,27,72,2001-10-08
BlazBlue: Continuum Shift II,9,7,144,75,2011-05-31
Dynasty Warriors 5 Empires,1,4,97,64,2006-03-28
Thor: God of Thunder,1,10,21,64,2011-05-03
Classic NES Series: Dr. Mario,14,12,57,61,2004-10-25
Supremacy MMA,9,1,56,50,2011-09-20
Zapper: One Wicked Cricket!,10,23,64,66,2002-11-06
Portal Runner,10,3,80,67,2001-09-10
Green Lantern: Rise of the Manhunters,1,4,15,60,2011-06-07
Rumble Roses XX,9,4,27,65,2006-03-28
FIFA World Cup Germany 2006,4,23,3,77,2006-04-24
NHL 2K7,4,1,31,82,2006-11-13
Football Manager Classic 2014,4,17,21,58,2014-04-11
Dance Paradise,8,4,32,70,2011-02-15
Mega Man X: Command Mission,5,23,22,72,2004-09-21
Makai Kingdom: Chronicles of the Sacred Tome,5,3,142,79,2005-07-26
Echo Night,11,9,95,63,1999-07-31
Pryzm Chapter One: The Dark Unicorn,11,3,77,63,2002-06-10
Phantasy Star Universe,5,4,21,66,2006-10-25
X2: Wolverine's Revenge,1,23,2,60,2003-04-14
Tenchu: Shadow Assassins,1,7,8,75,2009-03-24
Jaws: Ultimate Predator,1,25,14,40,2011-12-01
Castlevania: Curse of Darkness,1,14,27,72,2005-11-01
EA Replay,1,7,4,50,2006-11-14
Diner Dash: Sizzle & Serve,14,7,18,59,2007-05-22
Rocket: Robot on Wheels,10,19,8,83,1999-11-17
Disney's Atlantis: The Lost Empire,10,12,32,60,2001-09-19
"Snipperclips Plus: Cut It Out, Together!",14,24,57,82,2017-03-03
PixelJunk Monsters Deluxe,13,7,9,87,2010-04-27
Lost in Shadow,10,8,70,67,2011-01-04
Akuji the Heartless,10,9,18,67,1998-12-31
Psychonauts,10,14,14,88,2005-04-19
Sonic Adventure 2,10,18,21,89,2001-06-18
Battles of Prince of Persia,13,10,8,56,2005-12-06
The Sky Crawlers: Innocent Aces,6,8,132,73,2010-01-12
SimAnimals Africa,6,8,4,55,2009-10-27
Red Faction II,2,14,32,79,2003-03-31
Geometry Wars: Galaxies,2,8,86,80,2007-11-20
NPPL Championship Paintball 2009,2,4,2,49,2008-11-18
Colony Wars III: Red Sun,6,9,39,81,2000-06-02
Eat Lead: The Return of Matt Hazard,2,4,63,55,2009-02-26
Classic NES Series: Xevious,2,12,57,64,2004-06-02
Conduit 2,2,8,21,63,2011-04-19
Galidor: Defenders of the Outer Dimension,1,12,4,59,2002-10-29
Call of Juarez: The Cartel,2,6,8,45,2011-09-13
College Hoops 2K6,4,4,31,65,2006-03-07
Major League Baseball 2K6,4,7,31,74,2006-04-13
Disney's Extreme Skate Adventure,4,23,2,74,2003-09-04
Raiden IV,2,4,196,70,2009-09-08
Payday 2,2,24,56,50,2018-02-27
NBA 2K2,4,23,21,88,2002-03-20
Academy of Champions: Soccer,4,8,8,71,2009-11-03
Nintendo Pocket Football Club,4,25,57,70,2012-07-12
Zero Escape: Zero Time Dilemma,11,25,144,77,2016-06-28
Spider-Man: Edge of Time,11,25,2,55,2011-10-04
Cel Damage,7,14,4,57,2001-11-14
MLB 14 The Show,4,17,11,71,2014-04-01
Burning Road,7,9,126,60,1996-11-12
Jeremy McGrath Supercross World,7,23,35,27,2002-02-27
Lunar: Dragon Song,5,10,8,59,2005-09-27
Venetica,5,1,23,50,2011-01-11
Alice: Madness Returns,11,6,4,67,2011-06-14
FIFA Soccer,4,7,4,78,2005-04-25
The Bible Game,8,12,65,35,2005-10-30
Bomberman Party Edition,14,9,288,79,2000-09-19
Picross 3D Round 2,14,25,57,86,2016-09-01
Ice Age: Dawn of the Dinosaurs,10,4,2,67,2009-06-30
